Day,Month,Year,Description,Category,Value,Balance
5,4,2012,ATM Cash Withdrawal,General,10,7437
5,4,2012,Civic Shop,,6,7431
6,4,2012,ASDA,Groceries,44,7387
6,4,2012,Wild Bean Cafe,Eating Out,1,7386
6,4,2012,Subway,Eating Out,7,7379
6,4,2012,Pizza Express,Eating Out,53,7326
7,4,2012,Cubit and West rent,Rent,400,6926
7,4,2012,Dominos Pizza,Eating Out,35,6891
7,4,2012,ATM Cash Withdrawal,General,10,6881
8,4,2012,ATM Cash Withdrawal,General,20,6861
9,4,2012,South West Trains,Transport,19,6842
9,4,2012,Starbucks Coffee,Eating Out,2,6840
9,4,2012,Greggs,Eating Out,7,6833
10,4,2012,Starbucks Coffee,Eating Out,2,6831
11,4,2012,Caffe Nero,Eating Out,1,6830
11,4,2012,Greggs,Eating Out,8,6822
11,4,2012,ATM Cash Withdrawal,General,20,6802
12,4,2012,Costa Coffee,Eating Out,2,6800
12,4,2012,McDonalds,Eating Out,5,6795
13,4,2012,Sainsburys,Groceries,74,6721
13,4,2012,Wild Bean Cafe,Eating Out,2,6719
13,4,2012,Chicken Cottage,Eating Out,5,6714
13,4,2012,Scott's Restaurant,Eating Out,45,6669
15,4,2012,BRGAS-Electricity,Bills,26,6643
15,4,2012,BRGAS-Gas,Bills,22,6621
16,4,2012,LBS Council Tax,Bills,20,6601
16,4,2012,South West Trains,Transport,24,6577
16,4,2012,Costa Coffee,Eating Out,2,6575
16,4,2012,Pret A Manger,Eating Out,8,6567
17,4,2012,McDonalds,Eating Out,4,6563
18,4,2012,Caffe Nero,Eating Out,2,6561
18,4,2012,The West Cornwall Pasty Company,Eating Out,5,6556
18,4,2012,ATM Cash Withdrawal,General,10,6546
18,4,2012,Red Shop,,6,6540
19,4,2012,Caffe Nero,Eating Out,2,6538
19,4,2012,Pret A Manger,Eating Out,7,6531
20,4,2012,VIRGIN MEDIA PYMTS,Bills,19,6512
20,4,2012,ASDA,Groceries,46,6466
20,4,2012,Caffe Nero,Eating Out,1,6465
20,4,2012,McDonalds,Eating Out,6,6459
20,4,2012,Pizza Express,Eating Out,25,6434
21,4,2012,Scott's Restaurant,Eating Out,34,6400
22,4,2012,ATM Cash Withdrawal,General,10,6390
23,4,2012,South West Trains,Transport,16,6374
23,4,2012,Pret A Manger,Eating Out,6,6368
23,4,2012,ATM Cash Withdrawal,General,10,6358
24,4,2012,O2,Bills,23,6335
24,4,2012,Caffe Nero,Eating Out,1,6334
24,4,2012,Subway,Eating Out,8,6326
25,4,2012,Subway,Eating Out,6,6320
25,4,2012,ATM Cash Withdrawal,General,20,6300
26,4,2012,Pret A Manger,Eating Out,5,6295
27,4,2012,Morrisons,Groceries,54,6241
27,4,2012,Caffe Nero,Eating Out,2,6239
27,4,2012,The West Cornwall Pasty Company,Eating Out,5,6234
27,4,2012,Anglo restaurant,Eating Out,35,6199
27,4,2012,Red Shop,,1,6198
28,4,2012,Pizza Express,Eating Out,42,6156
28,4,2012,ATM Cash Withdrawal,General,20,6136
29,4,2012,Anglo restaurant,Eating Out,41,6095
29,4,2012,ATM Cash Withdrawal,General,10,6085
30,4,2012,South West Trains,Transport,25,6060
30,4,2012,Wild Bean Cafe,Eating Out,1,6059
30,4,2012,Subway,Eating Out,7,6052
30,4,2012,ATM Cash Withdrawal,General,10,6042
1,5,2012,Rhino Sports salary,General,1600,7642
1,5,2012,Subway,Eating Out,4,7638
1,5,2012,ATM Cash Withdrawal,General,10,7628
2,5,2012,Caffe Nero,Eating Out,2,7626
2,5,2012,The West Cornwall Pasty Company,Eating Out,6,7620
2,5,2012,ATM Cash Withdrawal,General,10,7610
3,5,2012,Costa Coffee,Eating Out,2,7608
3,5,2012,Chicken Cottage,Eating Out,8,7600
4,5,2012,Waitrose,Groceries,63,7537
4,5,2012,Greggs,Eating Out,8,7529
4,5,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,25,7504
4,5,2012,ATM Cash Withdrawal,General,10,7494
5,5,2012,The Grand Pub,Eating Out,10,7484
5,5,2012,The Grand Pub,Eating Out,16,7468
6,5,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,30,7438
6,5,2012,Cheam Service Station,,3,7435
7,5,2012,Cubit and West rent,Rent,400,7035
7,5,2012,South West Trains,Transport,20,7015
7,5,2012,Costa Coffee,Eating Out,2,7013
7,5,2012,McDonalds,Eating Out,4,7009
7,5,2012,ATM Cash Withdrawal,General,20,6989
8,5,2012,Starbucks Coffee,Eating Out,2,6987
9,5,2012,Wild Bean Cafe,Eating Out,2,6985
9,5,2012,Pret A Manger,Eating Out,6,6979
9,5,2012,ATM Cash Withdrawal,General,20,6959
10,5,2012,Subway,Eating Out,8,6951
11,5,2012,Tescos,Groceries,74,6877
11,5,2012,Wild Bean Cafe,Eating Out,2,6875
12,5,2012,Anglo restaurant,Eating Out,33,6842
14,5,2012,South West Trains,Transport,20,6822
14,5,2012,Wild Bean Cafe,Eating Out,2,6820
14,5,2012,ATM Cash Withdrawal,General,20,6800
14,5,2012,Cheam Service Station,,9,6791
15,5,2012,BRGAS-Electricity,Bills,21,6770
15,5,2012,BRGAS-Gas,Bills,19,6751
15,5,2012,Starbucks Coffee,Eating Out,2,6749
15,5,2012,ATM Cash Withdrawal,General,10,6739
16,5,2012,LBS Council Tax,Bills,20,6719
16,5,2012,Wild Bean Cafe,Eating Out,2,6717
16,5,2012,McDonalds,Eating Out,8,6709
16,5,2012,ATM Cash Withdrawal,General,10,6699
17,5,2012,Wild Bean Cafe,Eating Out,1,6698
17,5,2012,Greggs,Eating Out,5,6693
17,5,2012,ATM Cash Withdrawal,General,20,6673
18,5,2012,Sainsburys,Groceries,52,6621
18,5,2012,ATM Cash Withdrawal,General,20,6601
20,5,2012,VIRGIN MEDIA PYMTS,Bills,17,6584
21,5,2012,South West Trains,Transport,21,6563
21,5,2012,Costa Coffee,Eating Out,1,6562
21,5,2012,McDonalds,Eating Out,4,6558
22,5,2012,Caffe Nero,Eating Out,2,6556
22,5,2012,ATM Cash Withdrawal,General,10,6546
23,5,2012,Costa Coffee,Eating Out,2,6544
23,5,2012,Chicken Cottage,Eating Out,4,6540
23,5,2012,Tool Shop,,9,6531
24,5,2012,O2,Bills,24,6507
24,5,2012,Costa Coffee,Eating Out,2,6505
24,5,2012,The West Cornwall Pasty Company,Eating Out,6,6499
25,5,2012,Waitrose,Groceries,44,6455
25,5,2012,Starbucks Coffee,Eating Out,2,6453
26,5,2012,The Grand Pub,Eating Out,16,6437
26,5,2012,The Grand Pub,Eating Out,11,6426
27,5,2012,Pizza Express,Eating Out,32,6394
27,5,2012,ATM Cash Withdrawal,General,10,6384
28,5,2012,South West Trains,Transport,25,6359
28,5,2012,Costa Coffee,Eating Out,2,6357
28,5,2012,Pret A Manger,Eating Out,8,6349
28,5,2012,Tool Shop,,8,6341
29,5,2012,Starbucks Coffee,Eating Out,1,6340
29,5,2012,McDonalds,Eating Out,7,6333
30,5,2012,Wild Bean Cafe,Eating Out,1,6332
30,5,2012,ATM Cash Withdrawal,General,10,6322
30,5,2012,Paying back Julie,,3,6319
31,5,2012,Wild Bean Cafe,Eating Out,2,6317
31,5,2012,Subway,Eating Out,4,6313
31,5,2012,ATM Cash Withdrawal,General,20,6293
1,6,2012,Rhino Sports salary,General,1600,7893
1,6,2012,Sainsburys,Groceries,53,7840
1,6,2012,Starbucks Coffee,Eating Out,2,7838
1,6,2012,Dominos Pizza,Eating Out,43,7795
3,6,2012,Scott's Restaurant,Eating Out,39,7756
3,6,2012,ATM Cash Withdrawal,General,10,7746
3,6,2012,Cheam Service Station,,1,7745
4,6,2012,South West Trains,Transport,19,7726
4,6,2012,The West Cornwall Pasty Company,Eating Out,5,7721
5,6,2012,Starbucks Coffee,Eating Out,2,7719
5,6,2012,The West Cornwall Pasty Company,Eating Out,8,7711
6,6,2012,Starbucks Coffee,Eating Out,2,7709
6,6,2012,ATM Cash Withdrawal,General,20,7689
7,6,2012,Cubit and West rent,Rent,400,7289
7,6,2012,Costa Coffee,Eating Out,1,7288
7,6,2012,Subway,Eating Out,4,7284
8,6,2012,Waitrose,Groceries,41,7243
8,6,2012,Starbucks Coffee,Eating Out,2,7241
8,6,2012,Pret A Manger,Eating Out,5,7236
8,6,2012,ATM Cash Withdrawal,General,20,7216
11,6,2012,South West Trains,Transport,18,7198
11,6,2012,Greggs,Eating Out,8,7190
12,6,2012,Starbucks Coffee,Eating Out,1,7189
13,6,2012,Caffe Nero,Eating Out,2,7187
13,6,2012,ATM Cash Withdrawal,General,20,7167
14,6,2012,Wild Bean Cafe,Eating Out,1,7166
14,6,2012,Subway,Eating Out,8,7158
14,6,2012,Tool Shop,,4,7154
15,6,2012,BRGAS-Electricity,Bills,25,7129
15,6,2012,BRGAS-Gas,Bills,16,7113
15,6,2012,Morrisons,Groceries,73,7040
15,6,2012,Ministry of Sound ClubXOYO Club,Eating Out,10,7030
15,6,2012,Ministry of Sound ClubXOYO Club,Eating Out,13,7017
15,6,2012,Ministry of Sound ClubXOYO Club,Eating Out,10,7007
15,6,2012,Ministry of Sound ClubXOYO Club,Eating Out,10,6997
15,6,2012,Ministry of Sound ClubXOYO Club,Eating Out,12,6985
16,6,2012,LBS Council Tax,Bills,20,6965
18,6,2012,South West Trains,Transport,18,6947
18,6,2012,The West Cornwall Pasty Company,Eating Out,5,6942
19,6,2012,Starbucks Coffee,Eating Out,2,6940
19,6,2012,The West Cornwall Pasty Company,Eating Out,6,6934
20,6,2012,VIRGIN MEDIA PYMTS,Bills,28,6906
20,6,2012,Starbucks Coffee,Eating Out,2,6904
21,6,2012,Caffe Nero,Eating Out,2,6902
21,6,2012,ATM Cash Withdrawal,General,10,6892
22,6,2012,Sainsburys,Groceries,59,6833
22,6,2012,Costa Coffee,Eating Out,1,6832
23,6,2012,Civic Shop,,4,6828
24,6,2012,O2,Bills,23,6805
24,6,2012,ATM Cash Withdrawal,General,10,6795
25,6,2012,South West Trains,Transport,20,6775
25,6,2012,Caffe Nero,Eating Out,1,6774
25,6,2012,Greggs,Eating Out,8,6766
25,6,2012,ATM Cash Withdrawal,General,20,6746
26,6,2012,Pret A Manger,Eating Out,8,6738
27,6,2012,ATM Cash Withdrawal,General,10,6728
29,6,2012,Waitrose,Groceries,59,6669
29,6,2012,Costa Coffee,Eating Out,2,6667
29,6,2012,Chicken Cottage,Eating Out,5,6662
30,6,2012,Scott's Restaurant,Eating Out,26,6636
1,7,2012,Rhino Sports salary,General,1600,8236
1,7,2012,ATM Cash Withdrawal,General,10,8226
2,7,2012,South West Trains,Transport,18,8208
2,7,2012,The West Cornwall Pasty Company,Eating Out,7,8201
2,7,2012,ATM Cash Withdrawal,General,20,8181
3,7,2012,Costa Coffee,Eating Out,2,8179
4,7,2012,Caffe Nero,Eating Out,2,8177
4,7,2012,The West Cornwall Pasty Company,Eating Out,6,8171
5,7,2012,Greggs,Eating Out,4,8167
6,7,2012,Tescos,Groceries,36,8131
6,7,2012,Fabric Club,Eating Out,12,8119
6,7,2012,Fabric Club,Eating Out,12,8107
6,7,2012,Fabric Club,Eating Out,11,8096
6,7,2012,Fabric Club,Eating Out,12,8084
6,7,2012,Fabric Club,Eating Out,10,8074
6,7,2012,Fabric Club,Eating Out,5,8069
6,7,2012,ATM Cash Withdrawal,General,10,8059
6,7,2012,Red Shop,,9,8050
7,7,2012,Cubit and West rent,Rent,400,7650
8,7,2012,ATM Cash Withdrawal,General,20,7630
9,7,2012,South West Trains,Transport,20,7610
9,7,2012,Caffe Nero,Eating Out,2,7608
9,7,2012,Pret A Manger,Eating Out,8,7600
10,7,2012,Wild Bean Cafe,Eating Out,2,7598
10,7,2012,Subway,Eating Out,7,7591
11,7,2012,Costa Coffee,Eating Out,2,7589
11,7,2012,McDonalds,Eating Out,6,7583
11,7,2012,ATM Cash Withdrawal,General,10,7573
12,7,2012,Starbucks Coffee,Eating Out,1,7572
12,7,2012,Greggs,Eating Out,5,7567
13,7,2012,Tescos,Groceries,46,7521
13,7,2012,Wild Bean Cafe,Eating Out,2,7519
13,7,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,27,7492
13,7,2012,ATM Cash Withdrawal,General,20,7472
15,7,2012,BRGAS-Electricity,Bills,27,7445
15,7,2012,BRGAS-Gas,Bills,16,7429
15,7,2012,ATM Cash Withdrawal,General,20,7409
16,7,2012,LBS Council Tax,Bills,20,7389
16,7,2012,South West Trains,Transport,22,7367
17,7,2012,Subway,Eating Out,5,7362
17,7,2012,Cheam Service Station,,6,7356
18,7,2012,Costa Coffee,Eating Out,2,7354
18,7,2012,McDonalds,Eating Out,5,7349
19,7,2012,The West Cornwall Pasty Company,Eating Out,8,7341
19,7,2012,ATM Cash Withdrawal,General,20,7321
20,7,2012,VIRGIN MEDIA PYMTS,Bills,29,7292
20,7,2012,Waitrose,Groceries,69,7223
20,7,2012,Wild Bean Cafe,Eating Out,2,7221
20,7,2012,Ministry of Sound ClubXOYO Club,Eating Out,13,7208
20,7,2012,Paying back James,,4,7204
22,7,2012,ATM Cash Withdrawal,General,20,7184
23,7,2012,South West Trains,Transport,19,7165
23,7,2012,Starbucks Coffee,Eating Out,1,7164
23,7,2012,McDonalds,Eating Out,6,7158
23,7,2012,ATM Cash Withdrawal,General,20,7138
24,7,2012,O2,Bills,22,7116
24,7,2012,Costa Coffee,Eating Out,2,7114
24,7,2012,Chicken Cottage,Eating Out,5,7109
25,7,2012,Wild Bean Cafe,Eating Out,2,7107
25,7,2012,ATM Cash Withdrawal,General,10,7097
26,7,2012,Costa Coffee,Eating Out,2,7095
26,7,2012,The West Cornwall Pasty Company,Eating Out,8,7087
27,7,2012,Sainsburys,Groceries,37,7050
27,7,2012,Costa Coffee,Eating Out,1,7049
27,7,2012,Pret A Manger,Eating Out,4,7045
27,7,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,27,7018
29,7,2012,ATM Cash Withdrawal,General,10,7008
30,7,2012,South West Trains,Transport,18,6990
30,7,2012,Costa Coffee,Eating Out,1,6989
31,7,2012,Starbucks Coffee,Eating Out,2,6987
31,7,2012,ATM Cash Withdrawal,General,20,6967
1,8,2012,Rhino Sports salary,General,1600,8567
1,8,2012,Wild Bean Cafe,Eating Out,2,8565
1,8,2012,Pret A Manger,Eating Out,5,8560
1,8,2012,ATM Cash Withdrawal,General,10,8550
1,8,2012,Tool Shop,,9,8541
2,8,2012,Wild Bean Cafe,Eating Out,2,8539
2,8,2012,The West Cornwall Pasty Company,Eating Out,5,8534
2,8,2012,ATM Cash Withdrawal,General,10,8524
3,8,2012,ASDA,Groceries,48,8476
3,8,2012,McDonalds,Eating Out,6,8470
4,8,2012,Fabric Club,Eating Out,16,8454
4,8,2012,Fabric Club,Eating Out,15,8439
4,8,2012,Fabric Club,Eating Out,16,8423
4,8,2012,Fabric Club,Eating Out,8,8415
4,8,2012,Anglo restaurant,Eating Out,51,8364
4,8,2012,ATM Cash Withdrawal,General,10,8354
6,8,2012,South West Trains,Transport,16,8338
6,8,2012,Caffe Nero,Eating Out,2,8336
6,8,2012,Chicken Cottage,Eating Out,7,8329
6,8,2012,ATM Cash Withdrawal,General,10,8319
7,8,2012,Cubit and West rent,Rent,400,7919
7,8,2012,Costa Coffee,Eating Out,2,7917
7,8,2012,Chicken Cottage,Eating Out,4,7913
8,8,2012,Caffe Nero,Eating Out,1,7912
8,8,2012,ATM Cash Withdrawal,General,20,7892
9,8,2012,Caffe Nero,Eating Out,2,7890
9,8,2012,Pret A Manger,Eating Out,6,7884
10,8,2012,Tescos,Groceries,42,7842
10,8,2012,Caffe Nero,Eating Out,1,7841
10,8,2012,Chicken Cottage,Eating Out,6,7835
11,8,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,48,7787
12,8,2012,Anglo restaurant,Eating Out,27,7760
13,8,2012,South West Trains,Transport,25,7735
13,8,2012,Starbucks Coffee,Eating Out,1,7734
13,8,2012,Pret A Manger,Eating Out,4,7730
14,8,2012,Costa Coffee,Eating Out,2,7728
14,8,2012,Greggs,Eating Out,7,7721
14,8,2012,ATM Cash Withdrawal,General,10,7711
15,8,2012,BRGAS-Electricity,Bills,14,7697
15,8,2012,BRGAS-Gas,Bills,17,7680
15,8,2012,Wild Bean Cafe,Eating Out,2,7678
16,8,2012,LBS Council Tax,Bills,20,7658
16,8,2012,Starbucks Coffee,Eating Out,1,7657
16,8,2012,ATM Cash Withdrawal,General,10,7647
16,8,2012,Cheam Service Station,,5,7642
17,8,2012,Morrisons,Groceries,70,7572
17,8,2012,Wild Bean Cafe,Eating Out,2,7570
17,8,2012,Greggs,Eating Out,4,7566
19,8,2012,Dominos Pizza,Eating Out,54,7512
20,8,2012,VIRGIN MEDIA PYMTS,Bills,17,7495
20,8,2012,South West Trains,Transport,19,7476
20,8,2012,Starbucks Coffee,Eating Out,2,7474
21,8,2012,Starbucks Coffee,Eating Out,2,7472
21,8,2012,Pret A Manger,Eating Out,8,7464
22,8,2012,Caffe Nero,Eating Out,1,7463
22,8,2012,Greggs,Eating Out,8,7455
23,8,2012,Greggs,Eating Out,4,7451
24,8,2012,O2,Bills,21,7430
24,8,2012,Waitrose,Groceries,48,7382
24,8,2012,Wild Bean Cafe,Eating Out,2,7380
24,8,2012,Chicken Cottage,Eating Out,8,7372
24,8,2012,Heaven Club,Eating Out,16,7356
24,8,2012,Anglo restaurant,Eating Out,39,7317
24,8,2012,Paying back James,,4,7313
26,8,2012,ATM Cash Withdrawal,General,20,7293
27,8,2012,South West Trains,Transport,23,7270
27,8,2012,Starbucks Coffee,Eating Out,1,7269
27,8,2012,The West Cornwall Pasty Company,Eating Out,7,7262
28,8,2012,Wild Bean Cafe,Eating Out,1,7261
29,8,2012,Caffe Nero,Eating Out,1,7260
29,8,2012,Greggs,Eating Out,4,7256
29,8,2012,ATM Cash Withdrawal,General,10,7246
30,8,2012,Wild Bean Cafe,Eating Out,1,7245
30,8,2012,Subway,Eating Out,7,7238
31,8,2012,Sainsburys,Groceries,36,7202
31,8,2012,Starbucks Coffee,Eating Out,2,7200
31,8,2012,Greggs,Eating Out,6,7194
31,8,2012,Ministry of Sound ClubXOYO Club,Eating Out,6,7188
31,8,2012,Ministry of Sound ClubXOYO Club,Eating Out,5,7183
31,8,2012,Scott's Restaurant,Eating Out,53,7130
1,9,2012,Rhino Sports salary,General,1600,8730
1,9,2012,ATM Cash Withdrawal,General,20,8710
1,9,2012,Cheam Service Station,,4,8706
2,9,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,35,8671
2,9,2012,Red Shop,,5,8666
3,9,2012,South West Trains,Transport,23,8643
4,9,2012,Starbucks Coffee,Eating Out,1,8642
4,9,2012,Greggs,Eating Out,8,8634
5,9,2012,Caffe Nero,Eating Out,1,8633
5,9,2012,Chicken Cottage,Eating Out,6,8627
5,9,2012,ATM Cash Withdrawal,General,20,8607
5,9,2012,Paying back James,,9,8598
6,9,2012,Chicken Cottage,Eating Out,7,8591
7,9,2012,Cubit and West rent,Rent,400,8191
7,9,2012,Waitrose,Groceries,57,8134
7,9,2012,Caffe Nero,Eating Out,2,8132
7,9,2012,ATM Cash Withdrawal,General,20,8112
8,9,2012,The Grand Pub,Eating Out,14,8098
8,9,2012,The Grand Pub,Eating Out,14,8084
8,9,2012,The Grand Pub,Eating Out,7,8077
9,9,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,57,8020
9,9,2012,ATM Cash Withdrawal,General,10,8010
10,9,2012,South West Trains,Transport,21,7989
10,9,2012,Caffe Nero,Eating Out,2,7987
10,9,2012,Subway,Eating Out,5,7982
11,9,2012,The West Cornwall Pasty Company,Eating Out,8,7974
12,9,2012,Starbucks Coffee,Eating Out,2,7972
12,9,2012,Greggs,Eating Out,4,7968
14,9,2012,ASDA,Groceries,49,7919
14,9,2012,Costa Coffee,Eating Out,1,7918
14,9,2012,Greggs,Eating Out,6,7912
14,9,2012,Ministry of Sound ClubXOYO Club,Eating Out,13,7899
14,9,2012,Ministry of Sound ClubXOYO Club,Eating Out,13,7886
14,9,2012,Ministry of Sound ClubXOYO Club,Eating Out,13,7873
14,9,2012,Ministry of Sound ClubXOYO Club,Eating Out,13,7860
14,9,2012,ATM Cash Withdrawal,General,20,7840
15,9,2012,BRGAS-Electricity,Bills,26,7814
15,9,2012,BRGAS-Gas,Bills,20,7794
16,9,2012,LBS Council Tax,Bills,20,7774
16,9,2012,Dominos Pizza,Eating Out,34,7740
16,9,2012,ATM Cash Withdrawal,General,10,7730
17,9,2012,South West Trains,Transport,25,7705
17,9,2012,Starbucks Coffee,Eating Out,2,7703
17,9,2012,Subway,Eating Out,8,7695
17,9,2012,Tool Tec,,1,7694
18,9,2012,Starbucks Coffee,Eating Out,2,7692
18,9,2012,The West Cornwall Pasty Company,Eating Out,8,7684
18,9,2012,ATM Cash Withdrawal,General,10,7674
19,9,2012,Wild Bean Cafe,Eating Out,2,7672
19,9,2012,Chicken Cottage,Eating Out,8,7664
20,9,2012,VIRGIN MEDIA PYMTS,Bills,14,7650
20,9,2012,Starbucks Coffee,Eating Out,1,7649
20,9,2012,McDonalds,Eating Out,5,7644
21,9,2012,ASDA,Groceries,70,7574
21,9,2012,Wild Bean Cafe,Eating Out,2,7572
21,9,2012,Chicken Cottage,Eating Out,4,7568
21,9,2012,ATM Cash Withdrawal,General,10,7558
22,9,2012,The Grand Pub,Eating Out,7,7551
22,9,2012,The Grand Pub,Eating Out,15,7536
22,9,2012,The Grand Pub,Eating Out,13,7523
22,9,2012,The Grand Pub,Eating Out,12,7511
22,9,2012,The Grand Pub,Eating Out,9,7502
22,9,2012,ATM Cash Withdrawal,General,20,7482
24,9,2012,O2,Bills,24,7458
24,9,2012,South West Trains,Transport,20,7438
24,9,2012,The West Cornwall Pasty Company,Eating Out,7,7431
25,9,2012,Starbucks Coffee,Eating Out,2,7429
25,9,2012,ATM Cash Withdrawal,General,10,7419
26,9,2012,Chicken Cottage,Eating Out,4,7415
27,9,2012,The West Cornwall Pasty Company,Eating Out,7,7408
28,9,2012,Sainsburys,Groceries,35,7373
28,9,2012,Caffe Nero,Eating Out,2,7371
28,9,2012,Scott's Restaurant,Eating Out,35,7336
30,9,2012,Scott's Restaurant,Eating Out,44,7292
1,10,2012,Rhino Sports salary,General,1600,8892
1,10,2012,South West Trains,Transport,21,8871
1,10,2012,Pret A Manger,Eating Out,6,8865
2,10,2012,The West Cornwall Pasty Company,Eating Out,4,8861
3,10,2012,Costa Coffee,Eating Out,1,8860
4,10,2012,ATM Cash Withdrawal,General,10,8850
4,10,2012,Tool Tec,,8,8842
5,10,2012,Morrisons,Groceries,52,8790
5,10,2012,Starbucks Coffee,Eating Out,2,8788
5,10,2012,McDonalds,Eating Out,6,8782
5,10,2012,Paying back Julie,,1,8781
7,10,2012,Cubit and West rent,Rent,400,8381
8,10,2012,South West Trains,Transport,17,8364
8,10,2012,Wild Bean Cafe,Eating Out,1,8363
8,10,2012,The West Cornwall Pasty Company,Eating Out,5,8358
8,10,2012,ATM Cash Withdrawal,General,10,8348
9,10,2012,Starbucks Coffee,Eating Out,2,8346
9,10,2012,Greggs,Eating Out,5,8341
9,10,2012,Paying back James,,5,8336
10,10,2012,Starbucks Coffee,Eating Out,1,8335
10,10,2012,ATM Cash Withdrawal,General,10,8325
11,10,2012,Wild Bean Cafe,Eating Out,1,8324
11,10,2012,Subway,Eating Out,5,8319
12,10,2012,Tescos,Groceries,62,8257
12,10,2012,Wild Bean Cafe,Eating Out,2,8255
12,10,2012,Subway,Eating Out,5,8250
14,10,2012,ATM Cash Withdrawal,General,20,8230
14,10,2012,Paying back Julie,,5,8225
15,10,2012,BRGAS-Electricity,Bills,20,8205
15,10,2012,BRGAS-Gas,Bills,27,8178
15,10,2012,South West Trains,Transport,18,8160
15,10,2012,Starbucks Coffee,Eating Out,2,8158
15,10,2012,McDonalds,Eating Out,7,8151
16,10,2012,LBS Council Tax,Bills,20,8131
16,10,2012,Starbucks Coffee,Eating Out,1,8130
16,10,2012,Pret A Manger,Eating Out,6,8124
16,10,2012,ATM Cash Withdrawal,General,20,8104
17,10,2012,Caffe Nero,Eating Out,2,8102
17,10,2012,Subway,Eating Out,5,8097
18,10,2012,Wild Bean Cafe,Eating Out,2,8095
18,10,2012,Subway,Eating Out,8,8087
18,10,2012,ATM Cash Withdrawal,General,10,8077
18,10,2012,Red Shop,,8,8069
19,10,2012,Sainsburys,Groceries,74,7995
19,10,2012,McDonalds,Eating Out,8,7987
19,10,2012,The Grand Pub,Eating Out,5,7982
19,10,2012,The Grand Pub,Eating Out,5,7977
19,10,2012,The Grand Pub,Eating Out,5,7972
19,10,2012,The Grand Pub,Eating Out,12,7960
19,10,2012,ATM Cash Withdrawal,General,10,7950
20,10,2012,VIRGIN MEDIA PYMTS,Bills,18,7932
20,10,2012,The Grand Pub,Eating Out,9,7923
20,10,2012,The Grand Pub,Eating Out,11,7912
21,10,2012,ATM Cash Withdrawal,General,10,7902
22,10,2012,South West Trains,Transport,25,7877
22,10,2012,Starbucks Coffee,Eating Out,2,7875
22,10,2012,Pret A Manger,Eating Out,6,7869
23,10,2012,Wild Bean Cafe,Eating Out,2,7867
23,10,2012,Chicken Cottage,Eating Out,8,7859
24,10,2012,O2,Bills,22,7837
24,10,2012,Wild Bean Cafe,Eating Out,1,7836
25,10,2012,McDonalds,Eating Out,6,7830
26,10,2012,Sainsburys,Groceries,48,7782
26,10,2012,Starbucks Coffee,Eating Out,2,7780
27,10,2012,Fabric Club,Eating Out,10,7770
27,10,2012,Fabric Club,Eating Out,15,7755
27,10,2012,Fabric Club,Eating Out,11,7744
27,10,2012,Anglo restaurant,Eating Out,43,7701
28,10,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,56,7645
29,10,2012,South West Trains,Transport,18,7627
29,10,2012,Starbucks Coffee,Eating Out,2,7625
30,10,2012,Wild Bean Cafe,Eating Out,2,7623
30,10,2012,Pret A Manger,Eating Out,8,7615
31,10,2012,Costa Coffee,Eating Out,2,7613
1,11,2012,Rhino Sports salary,General,1600,9213
1,11,2012,Caffe Nero,Eating Out,2,9211
1,11,2012,Greggs,Eating Out,8,9203
1,11,2012,ATM Cash Withdrawal,General,10,9193
2,11,2012,Waitrose,Groceries,37,9156
2,11,2012,Costa Coffee,Eating Out,2,9154
2,11,2012,Chicken Cottage,Eating Out,4,9150
2,11,2012,ATM Cash Withdrawal,General,10,9140
3,11,2012,Scott's Restaurant,Eating Out,51,9089
3,11,2012,ATM Cash Withdrawal,General,20,9069
3,11,2012,Cheam Service Station,,4,9065
5,11,2012,South West Trains,Transport,18,9047
5,11,2012,Pret A Manger,Eating Out,8,9039
5,11,2012,Tool Tec,,9,9030
6,11,2012,Greggs,Eating Out,4,9026
7,11,2012,Cubit and West rent,Rent,400,8626
7,11,2012,Costa Coffee,Eating Out,2,8624
7,11,2012,McDonalds,Eating Out,4,8620
7,11,2012,Paying back Julie,,6,8614
8,11,2012,Costa Coffee,Eating Out,2,8612
9,11,2012,Sainsburys,Groceries,59,8553
9,11,2012,Starbucks Coffee,Eating Out,2,8551
9,11,2012,ATM Cash Withdrawal,General,10,8541
10,11,2012,Scott's Restaurant,Eating Out,24,8517
12,11,2012,South West Trains,Transport,17,8500
12,11,2012,Wild Bean Cafe,Eating Out,1,8499
12,11,2012,Pret A Manger,Eating Out,7,8492
13,11,2012,Starbucks Coffee,Eating Out,1,8491
13,11,2012,The West Cornwall Pasty Company,Eating Out,7,8484
14,11,2012,Wild Bean Cafe,Eating Out,1,8483
15,11,2012,BRGAS-Electricity,Bills,23,8460
15,11,2012,BRGAS-Gas,Bills,27,8433
15,11,2012,Wild Bean Cafe,Eating Out,1,8432
16,11,2012,LBS Council Tax,Bills,20,8412
16,11,2012,Tescos,Groceries,61,8351
