Day,Month,Year,Description,Category,Value,Balance
8,10,2011,ATM Cash Withdrawal,General,10,793
9,10,2011,ATM Cash Withdrawal,General,20,773
10,10,2011,South West Trains,Transport,34,739
10,10,2011,Starbucks Coffee,Eating Out,2,737
11,10,2011,The West Cornwall Pasty Company,Eating Out,7,730
12,10,2011,Costa Coffee,Eating Out,2,728
12,10,2011,Chicken Cottage,Eating Out,7,721
13,10,2011,Caffe Nero,Eating Out,2,719
13,10,2011,Greggs,Eating Out,5,714
14,10,2011,Morrisons,Groceries,85,629
14,10,2011,Wild Bean Cafe,Eating Out,2,627
14,10,2011,The West Cornwall Pasty Company,Eating Out,8,619
14,10,2011,Scott's Restaurant,Eating Out,43,576
15,10,2011,BRGAS-Electricity,Bills,40,536
15,10,2011,BRGAS-Gas,Bills,22,514
15,10,2011,Pizza Express,Eating Out,54,460
15,10,2011,ATM Cash Withdrawal,General,10,450
16,10,2011,LBS Council Tax,Bills,50,400
16,10,2011,Restaurant Gordon RamsayPortland Restaurant,Eating Out,24,376
17,10,2011,South West Trains,Transport,29,347
17,10,2011,Wild Bean Cafe,Eating Out,2,345
17,10,2011,McDonalds,Eating Out,4,341
17,10,2011,ATM Cash Withdrawal,General,20,321
18,10,2011,Caffe Nero,Eating Out,2,319
18,10,2011,ATM Cash Withdrawal,General,10,309
19,10,2011,Pret A Manger,Eating Out,5,304
20,10,2011,VIRGIN MEDIA PYMTS,Bills,49,255
20,10,2011,Caffe Nero,Eating Out,2,253
20,10,2011,Greggs,Eating Out,4,249
21,10,2011,ASDA,Groceries,64,185
21,10,2011,McDonalds,Eating Out,6,179
24,10,2011,O2,Bills,30,149
24,10,2011,South West Trains,Transport,38,111
24,10,2011,ATM Cash Withdrawal,General,20,91
25,10,2011,Caffe Nero,Eating Out,2,89
25,10,2011,Pret A Manger,Eating Out,7,82
26,10,2011,Wild Bean Cafe,Eating Out,2,80
26,10,2011,Pret A Manger,Eating Out,5,75
26,10,2011,ATM Cash Withdrawal,General,10,65
27,10,2011,Caffe Nero,Eating Out,2,63
28,10,2011,ASDA,Groceries,88,-25
28,10,2011,Starbucks Coffee,Eating Out,1,-26
28,10,2011,Pret A Manger,Eating Out,6,-32
30,10,2011,Dominos Pizza,Eating Out,25,-57
30,10,2011,Paying back Julie,,3,-60
31,10,2011,South West Trains,Transport,28,-88
31,10,2011,Wild Bean Cafe,Eating Out,2,-90
31,10,2011,ATM Cash Withdrawal,General,20,-110
1,11,2011,Rhino Sports salary,General,1700,1590
1,11,2011,Caffe Nero,Eating Out,2,1588
1,11,2011,The West Cornwall Pasty Company,Eating Out,4,1584
2,11,2011,Wild Bean Cafe,Eating Out,2,1582
2,11,2011,Subway,Eating Out,8,1574
2,11,2011,Paying back James,,8,1566
3,11,2011,Costa Coffee,Eating Out,2,1564
4,11,2011,ASDA,Groceries,89,1475
4,11,2011,McDonalds,Eating Out,6,1469
5,11,2011,Restaurant Gordon RamsayPortland Restaurant,Eating Out,34,1435
6,11,2011,ATM Cash Withdrawal,General,20,1415
7,11,2011,Cubit and West rent,Rent,550,865
7,11,2011,South West Trains,Transport,26,839
7,11,2011,Wild Bean Cafe,Eating Out,2,837
7,11,2011,Chicken Cottage,Eating Out,5,832
8,11,2011,Costa Coffee,Eating Out,2,830
9,11,2011,Costa Coffee,Eating Out,2,828
9,11,2011,The West Cornwall Pasty Company,Eating Out,6,822
9,11,2011,ATM Cash Withdrawal,General,10,812
11,11,2011,Waitrose,Groceries,56,756
11,11,2011,Wild Bean Cafe,Eating Out,2,754
11,11,2011,McDonalds,Eating Out,7,747
11,11,2011,Dominos Pizza,Eating Out,39,708
13,11,2011,Dominos Pizza,Eating Out,27,681
14,11,2011,South West Trains,Transport,27,654
14,11,2011,Greggs,Eating Out,7,647
15,11,2011,BRGAS-Electricity,Bills,90,557
15,11,2011,BRGAS-Gas,Bills,67,490
15,11,2011,Wild Bean Cafe,Eating Out,2,488
15,11,2011,McDonalds,Eating Out,7,481
15,11,2011,ATM Cash Withdrawal,General,20,461
16,11,2011,LBS Council Tax,Bills,50,411
16,11,2011,Costa Coffee,Eating Out,1,410
16,11,2011,The West Cornwall Pasty Company,Eating Out,6,404
17,11,2011,Starbucks Coffee,Eating Out,2,402
18,11,2011,Waitrose,Groceries,87,315
18,11,2011,Wild Bean Cafe,Eating Out,1,314
18,11,2011,Chicken Cottage,Eating Out,5,309
18,11,2011,Heaven Club,Eating Out,5,304
18,11,2011,Heaven Club,Eating Out,8,296
18,11,2011,Heaven Club,Eating Out,14,282
18,11,2011,Heaven Club,Eating Out,10,272
18,11,2011,ATM Cash Withdrawal,General,10,262
19,11,2011,Restaurant Gordon RamsayPortland Restaurant,Eating Out,39,223
20,11,2011,VIRGIN MEDIA PYMTS,Bills,35,188
20,11,2011,Paying back James,,1,187
21,11,2011,South West Trains,Transport,28,159
21,11,2011,Caffe Nero,Eating Out,2,157
21,11,2011,Chicken Cottage,Eating Out,6,151
21,11,2011,ATM Cash Withdrawal,General,10,141
22,11,2011,Caffe Nero,Eating Out,2,139
22,11,2011,The West Cornwall Pasty Company,Eating Out,4,135
23,11,2011,Starbucks Coffee,Eating Out,1,134
23,11,2011,Subway,Eating Out,4,130
23,11,2011,ATM Cash Withdrawal,General,10,120
23,11,2011,Cheam Service Station,,4,116
24,11,2011,O2,Bills,35,81
24,11,2011,Caffe Nero,Eating Out,1,80
25,11,2011,Sainsburys,Groceries,58,22
25,11,2011,Restaurant Gordon RamsayPortland Restaurant,Eating Out,35,-13
26,11,2011,The Grand Pub,Eating Out,16,-29
26,11,2011,The Grand Pub,Eating Out,16,-45
26,11,2011,The Grand Pub,Eating Out,16,-61
26,11,2011,The Grand Pub,Eating Out,6,-67
26,11,2011,The Grand Pub,Eating Out,12,-79
26,11,2011,The Grand Pub,Eating Out,15,-94
26,11,2011,Paying back James,,1,-95
27,11,2011,ATM Cash Withdrawal,General,20,-115
28,11,2011,South West Trains,Transport,34,-149
28,11,2011,Costa Coffee,Eating Out,1,-150
28,11,2011,McDonalds,Eating Out,6,-156
29,11,2011,Costa Coffee,Eating Out,2,-158
29,11,2011,Tool Shop,,6,-164
30,11,2011,Starbucks Coffee,Eating Out,1,-165
30,11,2011,Subway,Eating Out,6,-171
30,11,2011,ATM Cash Withdrawal,General,20,-191
1,12,2011,Rhino Sports salary,General,1700,1509
1,12,2011,Starbucks Coffee,Eating Out,2,1507
1,12,2011,The West Cornwall Pasty Company,Eating Out,5,1502
1,12,2011,ATM Cash Withdrawal,General,10,1492
1,12,2011,Tool Tec,,2,1490
2,12,2011,Sainsburys,Groceries,45,1445
2,12,2011,McDonalds,Eating Out,8,1437
3,12,2011,Scott's Restaurant,Eating Out,36,1401
3,12,2011,ATM Cash Withdrawal,General,20,1381
4,12,2011,Pizza Express,Eating Out,46,1335
5,12,2011,South West Trains,Transport,25,1310
5,12,2011,Greggs,Eating Out,8,1302
6,12,2011,Costa Coffee,Eating Out,2,1300
6,12,2011,The West Cornwall Pasty Company,Eating Out,4,1296
7,12,2011,Cubit and West rent,Rent,550,746
7,12,2011,Caffe Nero,Eating Out,2,744
7,12,2011,Subway,Eating Out,7,737
7,12,2011,Tool Shop,,1,736
8,12,2011,The West Cornwall Pasty Company,Eating Out,6,730
9,12,2011,Waitrose,Groceries,88,642
9,12,2011,Starbucks Coffee,Eating Out,2,640
9,12,2011,Pret A Manger,Eating Out,7,633
10,12,2011,ATM Cash Withdrawal,General,20,613
11,12,2011,Dominos Pizza,Eating Out,32,581
12,12,2011,South West Trains,Transport,26,555
12,12,2011,Wild Bean Cafe,Eating Out,1,554
13,12,2011,Starbucks Coffee,Eating Out,1,553
13,12,2011,ATM Cash Withdrawal,General,20,533
14,12,2011,Costa Coffee,Eating Out,2,531
14,12,2011,Pret A Manger,Eating Out,4,527
14,12,2011,ATM Cash Withdrawal,General,20,507
15,12,2011,BRGAS-Electricity,Bills,36,471
15,12,2011,BRGAS-Gas,Bills,33,438
15,12,2011,The West Cornwall Pasty Company,Eating Out,4,434
16,12,2011,LBS Council Tax,Bills,50,384
16,12,2011,ASDA,Groceries,72,312
16,12,2011,Wild Bean Cafe,Eating Out,2,310
16,12,2011,Greggs,Eating Out,8,302
19,12,2011,South West Trains,Transport,25,277
19,12,2011,Costa Coffee,Eating Out,2,275
20,12,2011,VIRGIN MEDIA PYMTS,Bills,49,226
20,12,2011,Chicken Cottage,Eating Out,7,219
21,12,2011,Starbucks Coffee,Eating Out,2,217
21,12,2011,Chicken Cottage,Eating Out,4,213
22,12,2011,Costa Coffee,Eating Out,1,212
22,12,2011,Subway,Eating Out,6,206
22,12,2011,Cheam Service Station,,9,197
23,12,2011,Morrisons,Groceries,52,145
23,12,2011,Wild Bean Cafe,Eating Out,2,143
23,12,2011,The West Cornwall Pasty Company,Eating Out,4,139
23,12,2011,Scott's Restaurant,Eating Out,48,91
23,12,2011,ATM Cash Withdrawal,General,10,81
24,12,2011,O2,Bills,30,51
24,12,2011,ATM Cash Withdrawal,General,10,41
24,12,2011,Tool Shop,,8,33
25,12,2011,ATM Cash Withdrawal,General,10,23
26,12,2011,South West Trains,Transport,32,-9
26,12,2011,Wild Bean Cafe,Eating Out,2,-11
27,12,2011,Cheam Service Station,,1,-12
28,12,2011,Caffe Nero,Eating Out,1,-13
28,12,2011,Greggs,Eating Out,7,-20
29,12,2011,Chicken Cottage,Eating Out,7,-27
29,12,2011,ATM Cash Withdrawal,General,20,-47
30,12,2011,Tescos,Groceries,79,-126
30,12,2011,Wild Bean Cafe,Eating Out,1,-127
30,12,2011,McDonalds,Eating Out,8,-135
1,1,2012,Rhino Sports salary,General,1700,1565
2,1,2012,South West Trains,Transport,29,1536
2,1,2012,Starbucks Coffee,Eating Out,2,1534
2,1,2012,Chicken Cottage,Eating Out,6,1528
3,1,2012,Tool Tec,,4,1524
4,1,2012,Costa Coffee,Eating Out,2,1522
4,1,2012,Subway,Eating Out,5,1517
4,1,2012,Paying back Julie,,5,1512
5,1,2012,Chicken Cottage,Eating Out,7,1505
6,1,2012,ASDA,Groceries,42,1463
6,1,2012,Wild Bean Cafe,Eating Out,2,1461
6,1,2012,Subway,Eating Out,6,1455
6,1,2012,Anglo restaurant,Eating Out,40,1415
7,1,2012,Cubit and West rent,Rent,550,865
8,1,2012,ATM Cash Withdrawal,General,20,845
9,1,2012,South West Trains,Transport,30,815
9,1,2012,Starbucks Coffee,Eating Out,1,814
9,1,2012,McDonalds,Eating Out,4,810
9,1,2012,ATM Cash Withdrawal,General,10,800
9,1,2012,Paying back James,,2,798
10,1,2012,Costa Coffee,Eating Out,1,797
10,1,2012,Greggs,Eating Out,4,793
10,1,2012,ATM Cash Withdrawal,General,10,783
11,1,2012,Greggs,Eating Out,4,779
12,1,2012,Starbucks Coffee,Eating Out,2,777
12,1,2012,Chicken Cottage,Eating Out,5,772
13,1,2012,Morrisons,Groceries,55,717
13,1,2012,Wild Bean Cafe,Eating Out,2,715
13,1,2012,The West Cornwall Pasty Company,Eating Out,8,707
15,1,2012,BRGAS-Electricity,Bills,82,625
15,1,2012,BRGAS-Gas,Bills,35,590
16,1,2012,LBS Council Tax,Bills,50,540
16,1,2012,South West Trains,Transport,31,509
16,1,2012,Costa Coffee,Eating Out,2,507
16,1,2012,The West Cornwall Pasty Company,Eating Out,7,500
17,1,2012,Chicken Cottage,Eating Out,8,492
18,1,2012,Costa Coffee,Eating Out,1,491
18,1,2012,Subway,Eating Out,5,486
18,1,2012,Cheam Service Station,,8,478
19,1,2012,Wild Bean Cafe,Eating Out,1,477
19,1,2012,The West Cornwall Pasty Company,Eating Out,4,473
19,1,2012,ATM Cash Withdrawal,General,20,453
20,1,2012,VIRGIN MEDIA PYMTS,Bills,36,417
20,1,2012,ASDA,Groceries,89,328
20,1,2012,Starbucks Coffee,Eating Out,1,327
20,1,2012,Greggs,Eating Out,6,321
20,1,2012,Heaven Club,Eating Out,12,309
20,1,2012,Heaven Club,Eating Out,12,297
20,1,2012,Heaven Club,Eating Out,8,289
20,1,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,30,259
21,1,2012,ATM Cash Withdrawal,General,10,249
22,1,2012,ATM Cash Withdrawal,General,10,239
23,1,2012,South West Trains,Transport,27,212
23,1,2012,Paying back Julie,,4,208
24,1,2012,O2,Bills,30,178
25,1,2012,Starbucks Coffee,Eating Out,1,177
25,1,2012,ATM Cash Withdrawal,General,10,167
26,1,2012,Costa Coffee,Eating Out,1,166
26,1,2012,The West Cornwall Pasty Company,Eating Out,4,162
27,1,2012,Waitrose,Groceries,51,111
27,1,2012,Wild Bean Cafe,Eating Out,2,109
27,1,2012,The West Cornwall Pasty Company,Eating Out,5,104
27,1,2012,Anglo restaurant,Eating Out,41,63
29,1,2012,Dominos Pizza,Eating Out,31,32
29,1,2012,ATM Cash Withdrawal,General,10,22
29,1,2012,Red Shop,,9,13
30,1,2012,South West Trains,Transport,24,-11
30,1,2012,Costa Coffee,Eating Out,1,-12
30,1,2012,Pret A Manger,Eating Out,4,-16
30,1,2012,ATM Cash Withdrawal,General,20,-36
1,2,2012,Rhino Sports salary,General,1700,1664
1,2,2012,ATM Cash Withdrawal,General,20,1644
2,2,2012,Costa Coffee,Eating Out,2,1642
2,2,2012,The West Cornwall Pasty Company,Eating Out,5,1637
2,2,2012,Red Shop,,3,1634
3,2,2012,Tescos,Groceries,76,1558
3,2,2012,Costa Coffee,Eating Out,1,1557
3,2,2012,Anglo restaurant,Eating Out,45,1512
4,2,2012,Heaven Club,Eating Out,9,1503
4,2,2012,Heaven Club,Eating Out,6,1497
4,2,2012,Heaven Club,Eating Out,9,1488
4,2,2012,Heaven Club,Eating Out,11,1477
4,2,2012,Heaven Club,Eating Out,9,1468
4,2,2012,ATM Cash Withdrawal,General,10,1458
6,2,2012,South West Trains,Transport,27,1431
6,2,2012,ATM Cash Withdrawal,General,20,1411
7,2,2012,Cubit and West rent,Rent,550,861
7,2,2012,Caffe Nero,Eating Out,1,860
7,2,2012,ATM Cash Withdrawal,General,20,840
9,2,2012,Wild Bean Cafe,Eating Out,2,838
9,2,2012,McDonalds,Eating Out,4,834
9,2,2012,ATM Cash Withdrawal,General,10,824
10,2,2012,ASDA,Groceries,62,762
10,2,2012,Starbucks Coffee,Eating Out,1,761
10,2,2012,McDonalds,Eating Out,7,754
10,2,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,37,717
11,2,2012,Pizza Express,Eating Out,32,685
12,2,2012,ATM Cash Withdrawal,General,20,665
12,2,2012,Tool Tec,,7,658
13,2,2012,South West Trains,Transport,36,622
13,2,2012,ATM Cash Withdrawal,General,20,602
13,2,2012,Paying back Julie,,1,601
14,2,2012,Wild Bean Cafe,Eating Out,2,599
14,2,2012,Chicken Cottage,Eating Out,8,591
15,2,2012,BRGAS-Electricity,Bills,42,549
15,2,2012,BRGAS-Gas,Bills,37,512
15,2,2012,Caffe Nero,Eating Out,2,510
16,2,2012,LBS Council Tax,Bills,50,460
16,2,2012,Starbucks Coffee,Eating Out,2,458
16,2,2012,The West Cornwall Pasty Company,Eating Out,6,452
17,2,2012,Morrisons,Groceries,60,392
17,2,2012,Pret A Manger,Eating Out,5,387
18,2,2012,ATM Cash Withdrawal,General,10,377
19,2,2012,Dominos Pizza,Eating Out,24,353
20,2,2012,VIRGIN MEDIA PYMTS,Bills,33,320
20,2,2012,South West Trains,Transport,35,285
20,2,2012,Wild Bean Cafe,Eating Out,2,283
21,2,2012,Costa Coffee,Eating Out,2,281
21,2,2012,Subway,Eating Out,4,277
21,2,2012,Cheam Service Station,,9,268
22,2,2012,Caffe Nero,Eating Out,2,266
22,2,2012,Pret A Manger,Eating Out,7,259
22,2,2012,ATM Cash Withdrawal,General,20,239
23,2,2012,Starbucks Coffee,Eating Out,2,237
24,2,2012,O2,Bills,30,207
24,2,2012,Morrisons,Groceries,64,143
24,2,2012,Chicken Cottage,Eating Out,7,136
25,2,2012,Paying back Julie,,3,133
27,2,2012,South West Trains,Transport,33,100
27,2,2012,Wild Bean Cafe,Eating Out,2,98
27,2,2012,Pret A Manger,Eating Out,5,93
28,2,2012,Caffe Nero,Eating Out,1,92
28,2,2012,The West Cornwall Pasty Company,Eating Out,8,84
29,2,2012,Pret A Manger,Eating Out,6,78
1,3,2012,Rhino Sports salary,General,1700,1778
1,3,2012,Wild Bean Cafe,Eating Out,2,1776
1,3,2012,Chicken Cottage,Eating Out,7,1769
2,3,2012,Morrisons,Groceries,79,1690
2,3,2012,Starbucks Coffee,Eating Out,1,1689
2,3,2012,Anglo restaurant,Eating Out,33,1656
5,3,2012,South West Trains,Transport,34,1622
5,3,2012,Caffe Nero,Eating Out,2,1620
6,3,2012,Wild Bean Cafe,Eating Out,1,1619
6,3,2012,Greggs,Eating Out,4,1615
6,3,2012,ATM Cash Withdrawal,General,20,1595
7,3,2012,Cubit and West rent,Rent,550,1045
7,3,2012,Starbucks Coffee,Eating Out,2,1043
7,3,2012,McDonalds,Eating Out,7,1036
8,3,2012,Paying back James,,9,1027
9,3,2012,Morrisons,Groceries,78,949
9,3,2012,Caffe Nero,Eating Out,1,948
9,3,2012,Chicken Cottage,Eating Out,5,943
10,3,2012,Heaven Club,Eating Out,10,933
10,3,2012,Heaven Club,Eating Out,11,922
10,3,2012,Scott's Restaurant,Eating Out,53,869
10,3,2012,ATM Cash Withdrawal,General,20,849
11,3,2012,Scott's Restaurant,Eating Out,43,806
11,3,2012,ATM Cash Withdrawal,General,20,786
12,3,2012,South West Trains,Transport,34,752
12,3,2012,Costa Coffee,Eating Out,2,750
12,3,2012,Greggs,Eating Out,6,744
13,3,2012,Starbucks Coffee,Eating Out,1,743
13,3,2012,The West Cornwall Pasty Company,Eating Out,6,737
13,3,2012,Paying back Julie,,2,735
14,3,2012,Caffe Nero,Eating Out,1,734
15,3,2012,BRGAS-Electricity,Bills,21,713
15,3,2012,BRGAS-Gas,Bills,26,687
15,3,2012,Costa Coffee,Eating Out,1,686
15,3,2012,Greggs,Eating Out,8,678
16,3,2012,LBS Council Tax,Bills,50,628
16,3,2012,Sainsburys,Groceries,80,548
16,3,2012,Wild Bean Cafe,Eating Out,1,547
16,3,2012,The West Cornwall Pasty Company,Eating Out,6,541
17,3,2012,Ministry of Sound ClubXOYO Club,Eating Out,10,531
17,3,2012,Ministry of Sound ClubXOYO Club,Eating Out,12,519
17,3,2012,Ministry of Sound ClubXOYO Club,Eating Out,9,510
17,3,2012,Anglo restaurant,Eating Out,52,458
18,3,2012,Dominos Pizza,Eating Out,27,431
18,3,2012,ATM Cash Withdrawal,General,10,421
19,3,2012,South West Trains,Transport,36,385
19,3,2012,Caffe Nero,Eating Out,2,383
19,3,2012,McDonalds,Eating Out,6,377
20,3,2012,VIRGIN MEDIA PYMTS,Bills,46,331
20,3,2012,Wild Bean Cafe,Eating Out,2,329
20,3,2012,ATM Cash Withdrawal,General,20,309
21,3,2012,Wild Bean Cafe,Eating Out,2,307
21,3,2012,ATM Cash Withdrawal,General,20,287
22,3,2012,Wild Bean Cafe,Eating Out,2,285
23,3,2012,ASDA,Groceries,60,225
23,3,2012,Costa Coffee,Eating Out,2,223
23,3,2012,Chicken Cottage,Eating Out,4,219
23,3,2012,Scott's Restaurant,Eating Out,45,174
24,3,2012,O2,Bills,38,136
24,3,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,47,89
24,3,2012,ATM Cash Withdrawal,General,20,69
25,3,2012,Anglo restaurant,Eating Out,35,34
25,3,2012,ATM Cash Withdrawal,General,20,14
26,3,2012,South West Trains,Transport,32,-18
26,3,2012,Costa Coffee,Eating Out,2,-20
26,3,2012,McDonalds,Eating Out,6,-26
26,3,2012,ATM Cash Withdrawal,General,10,-36
27,3,2012,Caffe Nero,Eating Out,2,-38
28,3,2012,Costa Coffee,Eating Out,2,-40
28,3,2012,McDonalds,Eating Out,4,-44
28,3,2012,ATM Cash Withdrawal,General,10,-54
29,3,2012,Starbucks Coffee,Eating Out,2,-56
30,3,2012,Sainsburys,Groceries,70,-126
30,3,2012,Costa Coffee,Eating Out,1,-127
30,3,2012,Pret A Manger,Eating Out,7,-134
31,3,2012,Scott's Restaurant,Eating Out,54,-188
1,4,2012,Rhino Sports salary,General,1700,1512
2,4,2012,South West Trains,Transport,31,1481
2,4,2012,Wild Bean Cafe,Eating Out,1,1480
3,4,2012,Wild Bean Cafe,Eating Out,1,1479
3,4,2012,Greggs,Eating Out,6,1473
3,4,2012,Cheam Service Station,,4,1469
4,4,2012,ATM Cash Withdrawal,General,10,1459
4,4,2012,Cheam Service Station,,5,1454
5,4,2012,Caffe Nero,Eating Out,1,1453
5,4,2012,The West Cornwall Pasty Company,Eating Out,6,1447
6,4,2012,Waitrose,Groceries,82,1365
6,4,2012,Caffe Nero,Eating Out,2,1363
6,4,2012,Cheam Service Station,,1,1362
7,4,2012,Cubit and West rent,Rent,550,812
7,4,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,47,765
8,4,2012,Pizza Express,Eating Out,51,714
8,4,2012,ATM Cash Withdrawal,General,10,704
9,4,2012,South West Trains,Transport,26,678
9,4,2012,Wild Bean Cafe,Eating Out,2,676
9,4,2012,Greggs,Eating Out,6,670
9,4,2012,Red Shop,,3,667
10,4,2012,Wild Bean Cafe,Eating Out,2,665
10,4,2012,Subway,Eating Out,7,658
11,4,2012,Caffe Nero,Eating Out,2,656
11,4,2012,Tool Tec,,1,655
12,4,2012,Subway,Eating Out,6,649
12,4,2012,ATM Cash Withdrawal,General,20,629
13,4,2012,Tescos,Groceries,77,552
13,4,2012,ATM Cash Withdrawal,General,10,542
14,4,2012,Heaven Club,Eating Out,16,526
14,4,2012,Heaven Club,Eating Out,14,512
14,4,2012,Heaven Club,Eating Out,13,499
14,4,2012,Heaven Club,Eating Out,13,486
14,4,2012,ATM Cash Withdrawal,General,10,476
15,4,2012,BRGAS-Electricity,Bills,43,433
15,4,2012,BRGAS-Gas,Bills,24,409
16,4,2012,LBS Council Tax,Bills,50,359
16,4,2012,South West Trains,Transport,31,328
16,4,2012,Caffe Nero,Eating Out,2,326
16,4,2012,ATM Cash Withdrawal,General,20,306
17,4,2012,Costa Coffee,Eating Out,2,304
17,4,2012,McDonalds,Eating Out,5,299
17,4,2012,ATM Cash Withdrawal,General,20,279
18,4,2012,Costa Coffee,Eating Out,1,278
18,4,2012,Greggs,Eating Out,8,270
18,4,2012,Paying back Julie,,8,262
19,4,2012,Caffe Nero,Eating Out,2,260
19,4,2012,Greggs,Eating Out,4,256
20,4,2012,VIRGIN MEDIA PYMTS,Bills,42,214
20,4,2012,Waitrose,Groceries,62,152
20,4,2012,Costa Coffee,Eating Out,2,150
20,4,2012,The West Cornwall Pasty Company,Eating Out,4,146
20,4,2012,Anglo restaurant,Eating Out,44,102
20,4,2012,ATM Cash Withdrawal,General,10,92
20,4,2012,Tool Tec,,5,87
21,4,2012,ATM Cash Withdrawal,General,10,77
22,4,2012,ATM Cash Withdrawal,General,20,57
23,4,2012,South West Trains,Transport,26,31
23,4,2012,Starbucks Coffee,Eating Out,2,29
23,4,2012,Cheam Service Station,,6,23
24,4,2012,O2,Bills,38,-15
24,4,2012,Wild Bean Cafe,Eating Out,2,-17
24,4,2012,The West Cornwall Pasty Company,Eating Out,7,-24
24,4,2012,Tool Tec,,6,-30
25,4,2012,Caffe Nero,Eating Out,2,-32
25,4,2012,Pret A Manger,Eating Out,5,-37
25,4,2012,ATM Cash Withdrawal,General,20,-57
26,4,2012,Wild Bean Cafe,Eating Out,1,-58
26,4,2012,Tool Tec,,8,-66
27,4,2012,Morrisons,Groceries,84,-150
27,4,2012,Starbucks Coffee,Eating Out,2,-152
27,4,2012,Chicken Cottage,Eating Out,4,-156
27,4,2012,ATM Cash Withdrawal,General,20,-176
28,4,2012,Pizza Express,Eating Out,35,-211
30,4,2012,South West Trains,Transport,27,-238
30,4,2012,Wild Bean Cafe,Eating Out,2,-240
30,4,2012,Subway,Eating Out,5,-245
1,5,2012,Rhino Sports salary,General,1700,1455
1,5,2012,Starbucks Coffee,Eating Out,2,1453
1,5,2012,Chicken Cottage,Eating Out,5,1448
2,5,2012,Starbucks Coffee,Eating Out,1,1447
2,5,2012,McDonalds,Eating Out,5,1442
2,5,2012,ATM Cash Withdrawal,General,20,1422
3,5,2012,Costa Coffee,Eating Out,1,1421
3,5,2012,ATM Cash Withdrawal,General,20,1401
3,5,2012,Paying back James,,5,1396
4,5,2012,Tescos,Groceries,72,1324
4,5,2012,Wild Bean Cafe,Eating Out,1,1323
4,5,2012,ATM Cash Withdrawal,General,20,1303
5,5,2012,ATM Cash Withdrawal,General,20,1283
6,5,2012,ATM Cash Withdrawal,General,20,1263
7,5,2012,Cubit and West rent,Rent,550,713
7,5,2012,South West Trains,Transport,38,675
7,5,2012,Starbucks Coffee,Eating Out,1,674
7,5,2012,The West Cornwall Pasty Company,Eating Out,4,670
7,5,2012,ATM Cash Withdrawal,General,10,660
8,5,2012,Costa Coffee,Eating Out,2,658
8,5,2012,Subway,Eating Out,6,652
10,5,2012,Caffe Nero,Eating Out,2,650
10,5,2012,Paying back James,,4,646
11,5,2012,Tescos,Groceries,76,570
11,5,2012,Caffe Nero,Eating Out,1,569
11,5,2012,The West Cornwall Pasty Company,Eating Out,8,561
12,5,2012,Anglo restaurant,Eating Out,48,513
13,5,2012,ATM Cash Withdrawal,General,10,503
14,5,2012,South West Trains,Transport,25,478
14,5,2012,McDonalds,Eating Out,7,471
15,5,2012,BRGAS-Electricity,Bills,24,447
15,5,2012,BRGAS-Gas,Bills,25,422
15,5,2012,Costa Coffee,Eating Out,1,421
15,5,2012,Subway,Eating Out,7,414
16,5,2012,LBS Council Tax,Bills,50,364
16,5,2012,Wild Bean Cafe,Eating Out,2,362
16,5,2012,Civic Shop,,4,358
17,5,2012,ATM Cash Withdrawal,General,20,338
17,5,2012,Cheam Service Station,,5,333
18,5,2012,Morrisons,Groceries,74,259
18,5,2012,Wild Bean Cafe,Eating Out,1,258
18,5,2012,McDonalds,Eating Out,8,250
18,5,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,37,213
19,5,2012,ATM Cash Withdrawal,General,10,203
20,5,2012,VIRGIN MEDIA PYMTS,Bills,48,155
20,5,2012,Anglo restaurant,Eating Out,39,116
20,5,2012,Red Shop,,3,113
21,5,2012,South West Trains,Transport,27,86
21,5,2012,Starbucks Coffee,Eating Out,1,85
22,5,2012,Wild Bean Cafe,Eating Out,2,83
22,5,2012,The West Cornwall Pasty Company,Eating Out,5,78
22,5,2012,ATM Cash Withdrawal,General,10,68
23,5,2012,Wild Bean Cafe,Eating Out,1,67
23,5,2012,McDonalds,Eating Out,8,59
23,5,2012,ATM Cash Withdrawal,General,20,39
24,5,2012,O2,Bills,33,6
24,5,2012,Wild Bean Cafe,Eating Out,2,4
24,5,2012,ATM Cash Withdrawal,General,10,-6
25,5,2012,Sainsburys,Groceries,79,-85
25,5,2012,Costa Coffee,Eating Out,1,-86
26,5,2012,Scott's Restaurant,Eating Out,37,-123
26,5,2012,ATM Cash Withdrawal,General,20,-143
28,5,2012,South West Trains,Transport,36,-179
28,5,2012,Wild Bean Cafe,Eating Out,2,-181
29,5,2012,Costa Coffee,Eating Out,2,-183
30,5,2012,ATM Cash Withdrawal,General,10,-193
31,5,2012,Caffe Nero,Eating Out,2,-195
31,5,2012,Greggs,Eating Out,5,-200
1,6,2012,Rhino Sports salary,General,1700,1500
1,6,2012,Sainsburys,Groceries,46,1454
1,6,2012,Starbucks Coffee,Eating Out,1,1453
1,6,2012,Chicken Cottage,Eating Out,4,1449
1,6,2012,The Grand Pub,Eating Out,13,1436
1,6,2012,ATM Cash Withdrawal,General,20,1416
2,6,2012,Heaven Club,Eating Out,13,1403
