Day,Month,Year,Description,Category,Value,Balance
14,9,2011,Starbucks Coffee,Eating Out,1,1791
14,9,2011,ATM Cash Withdrawal,General,20,1771
15,9,2011,BRGAS-Electricity,Bills,19,1752
15,9,2011,BRGAS-Gas,Bills,28,1724
15,9,2011,Starbucks Coffee,Eating Out,2,1722
15,9,2011,McDonalds,Eating Out,6,1716
16,9,2011,LBS Council Tax,Bills,35,1681
16,9,2011,Sainsburys,Groceries,60,1621
16,9,2011,Costa Coffee,Eating Out,2,1619
17,9,2011,Dominos Pizza,Eating Out,53,1566
18,9,2011,ATM Cash Withdrawal,General,20,1546
19,9,2011,South West Trains,Transport,35,1511
19,9,2011,ATM Cash Withdrawal,General,20,1491
20,9,2011,VIRGIN MEDIA PYMTS,Bills,21,1470
20,9,2011,Costa Coffee,Eating Out,1,1469
20,9,2011,McDonalds,Eating Out,7,1462
21,9,2011,Wild Bean Cafe,Eating Out,2,1460
21,9,2011,Pret A Manger,Eating Out,5,1455
21,9,2011,Red Shop,,8,1447
23,9,2011,Morrisons,Groceries,57,1390
23,9,2011,Wild Bean Cafe,Eating Out,1,1389
23,9,2011,The West Cornwall Pasty Company,Eating Out,6,1383
23,9,2011,Scott's Restaurant,Eating Out,45,1338
24,9,2011,O2,Bills,32,1306
24,9,2011,ATM Cash Withdrawal,General,20,1286
24,9,2011,Red Shop,,9,1277
25,9,2011,Restaurant Gordon RamsayPortland Restaurant,Eating Out,25,1252
25,9,2011,ATM Cash Withdrawal,General,20,1232
26,9,2011,South West Trains,Transport,26,1206
26,9,2011,Costa Coffee,Eating Out,2,1204
26,9,2011,Subway,Eating Out,8,1196
27,9,2011,Starbucks Coffee,Eating Out,2,1194
27,9,2011,Civic Shop,,2,1192
28,9,2011,Costa Coffee,Eating Out,2,1190
28,9,2011,McDonalds,Eating Out,4,1186
29,9,2011,Wild Bean Cafe,Eating Out,1,1185
29,9,2011,McDonalds,Eating Out,8,1177
30,9,2011,Waitrose,Groceries,55,1122
30,9,2011,Starbucks Coffee,Eating Out,2,1120
30,9,2011,The West Cornwall Pasty Company,Eating Out,7,1113
30,9,2011,Restaurant Gordon RamsayPortland Restaurant,Eating Out,28,1085
30,9,2011,ATM Cash Withdrawal,General,20,1065
1,10,2011,Rhino Sports salary,General,1600,2665
1,10,2011,Scott's Restaurant,Eating Out,42,2623
3,10,2011,South West Trains,Transport,38,2585
3,10,2011,Starbucks Coffee,Eating Out,2,2583
3,10,2011,ATM Cash Withdrawal,General,10,2573
3,10,2011,Paying back James,,7,2566
5,10,2011,Chicken Cottage,Eating Out,7,2559
6,10,2011,Caffe Nero,Eating Out,2,2557
7,10,2011,Cubit and West rent,Rent,440,2117
7,10,2011,Morrisons,Groceries,61,2056
7,10,2011,Wild Bean Cafe,Eating Out,1,2055
7,10,2011,ATM Cash Withdrawal,General,10,2045
9,10,2011,ATM Cash Withdrawal,General,20,2025
10,10,2011,South West Trains,Transport,26,1999
10,10,2011,The West Cornwall Pasty Company,Eating Out,8,1991
11,10,2011,Starbucks Coffee,Eating Out,2,1989
11,10,2011,Pret A Manger,Eating Out,4,1985
12,10,2011,Starbucks Coffee,Eating Out,2,1983
12,10,2011,ATM Cash Withdrawal,General,20,1963
13,10,2011,Costa Coffee,Eating Out,1,1962
14,10,2011,Morrisons,Groceries,58,1904
14,10,2011,Subway,Eating Out,8,1896
14,10,2011,Anglo restaurant,Eating Out,59,1837
14,10,2011,Tool Tec,,1,1836
15,10,2011,BRGAS-Electricity,Bills,29,1807
15,10,2011,BRGAS-Gas,Bills,32,1775
16,10,2011,LBS Council Tax,Bills,35,1740
17,10,2011,South West Trains,Transport,36,1704
17,10,2011,Costa Coffee,Eating Out,2,1702
17,10,2011,McDonalds,Eating Out,4,1698
18,10,2011,Caffe Nero,Eating Out,2,1696
18,10,2011,The West Cornwall Pasty Company,Eating Out,5,1691
18,10,2011,Cheam Service Station,,4,1687
19,10,2011,Caffe Nero,Eating Out,2,1685
19,10,2011,Subway,Eating Out,8,1677
20,10,2011,VIRGIN MEDIA PYMTS,Bills,40,1637
21,10,2011,Morrisons,Groceries,56,1581
21,10,2011,Caffe Nero,Eating Out,1,1580
21,10,2011,Pret A Manger,Eating Out,6,1574
21,10,2011,The Grand Pub,Eating Out,14,1560
21,10,2011,The Grand Pub,Eating Out,12,1548
21,10,2011,The Grand Pub,Eating Out,9,1539
21,10,2011,The Grand Pub,Eating Out,12,1527
21,10,2011,The Grand Pub,Eating Out,13,1514
21,10,2011,Pizza Express,Eating Out,36,1478
22,10,2011,Heaven Club,Eating Out,16,1462
22,10,2011,Heaven Club,Eating Out,5,1457
22,10,2011,Anglo restaurant,Eating Out,57,1400
24,10,2011,O2,Bills,27,1373
24,10,2011,South West Trains,Transport,33,1340
24,10,2011,Wild Bean Cafe,Eating Out,2,1338
24,10,2011,Pret A Manger,Eating Out,4,1334
24,10,2011,ATM Cash Withdrawal,General,10,1324
25,10,2011,Wild Bean Cafe,Eating Out,1,1323
25,10,2011,McDonalds,Eating Out,8,1315
25,10,2011,Civic Shop,,3,1312
26,10,2011,Caffe Nero,Eating Out,2,1310
27,10,2011,Pret A Manger,Eating Out,4,1306
27,10,2011,ATM Cash Withdrawal,General,20,1286
28,10,2011,ASDA,Groceries,51,1235
28,10,2011,Greggs,Eating Out,6,1229
28,10,2011,Ministry of Sound ClubXOYO Club,Eating Out,6,1223
28,10,2011,Ministry of Sound ClubXOYO Club,Eating Out,11,1212
28,10,2011,Ministry of Sound ClubXOYO Club,Eating Out,8,1204
28,10,2011,ATM Cash Withdrawal,General,10,1194
29,10,2011,Anglo restaurant,Eating Out,55,1139
31,10,2011,South West Trains,Transport,27,1112
31,10,2011,Greggs,Eating Out,7,1105
31,10,2011,ATM Cash Withdrawal,General,20,1085
31,10,2011,Red Shop,,9,1076
1,11,2011,Rhino Sports salary,General,1600,2676
1,11,2011,Wild Bean Cafe,Eating Out,2,2674
1,11,2011,Greggs,Eating Out,6,2668
2,11,2011,Costa Coffee,Eating Out,1,2667
3,11,2011,Wild Bean Cafe,Eating Out,2,2665
3,11,2011,The West Cornwall Pasty Company,Eating Out,6,2659
3,11,2011,ATM Cash Withdrawal,General,20,2639
4,11,2011,ASDA,Groceries,42,2597
4,11,2011,Starbucks Coffee,Eating Out,2,2595
4,11,2011,Restaurant Gordon RamsayPortland Restaurant,Eating Out,28,2567
4,11,2011,ATM Cash Withdrawal,General,10,2557
5,11,2011,Scott's Restaurant,Eating Out,37,2520
5,11,2011,ATM Cash Withdrawal,General,10,2510
7,11,2011,Cubit and West rent,Rent,440,2070
7,11,2011,South West Trains,Transport,32,2038
7,11,2011,Caffe Nero,Eating Out,1,2037
7,11,2011,McDonalds,Eating Out,7,2030
7,11,2011,ATM Cash Withdrawal,General,20,2010
8,11,2011,Starbucks Coffee,Eating Out,2,2008
9,11,2011,Wild Bean Cafe,Eating Out,1,2007
10,11,2011,Caffe Nero,Eating Out,1,2006
10,11,2011,Chicken Cottage,Eating Out,5,2001
11,11,2011,ASDA,Groceries,38,1963
12,11,2011,Pizza Express,Eating Out,47,1916
14,11,2011,South West Trains,Transport,38,1878
14,11,2011,Costa Coffee,Eating Out,1,1877
14,11,2011,Greggs,Eating Out,7,1870
14,11,2011,ATM Cash Withdrawal,General,20,1850
15,11,2011,BRGAS-Electricity,Bills,32,1818
15,11,2011,BRGAS-Gas,Bills,31,1787
15,11,2011,Greggs,Eating Out,5,1782
15,11,2011,ATM Cash Withdrawal,General,20,1762
16,11,2011,LBS Council Tax,Bills,35,1727
16,11,2011,Caffe Nero,Eating Out,1,1726
16,11,2011,The West Cornwall Pasty Company,Eating Out,6,1720
18,11,2011,Sainsburys,Groceries,70,1650
18,11,2011,Costa Coffee,Eating Out,2,1648
18,11,2011,Pret A Manger,Eating Out,5,1643
18,11,2011,ATM Cash Withdrawal,General,20,1623
20,11,2011,VIRGIN MEDIA PYMTS,Bills,22,1601
20,11,2011,ATM Cash Withdrawal,General,10,1591
21,11,2011,South West Trains,Transport,32,1559
21,11,2011,Caffe Nero,Eating Out,2,1557
21,11,2011,Chicken Cottage,Eating Out,4,1553
21,11,2011,Tool Shop,,4,1549
22,11,2011,Wild Bean Cafe,Eating Out,1,1548
22,11,2011,Tool Shop,,2,1546
23,11,2011,Starbucks Coffee,Eating Out,2,1544
23,11,2011,Greggs,Eating Out,4,1540
24,11,2011,O2,Bills,30,1510
24,11,2011,Paying back James,,4,1506
25,11,2011,Sainsburys,Groceries,70,1436
25,11,2011,Caffe Nero,Eating Out,2,1434
25,11,2011,The West Cornwall Pasty Company,Eating Out,7,1427
26,11,2011,Scott's Restaurant,Eating Out,50,1377
28,11,2011,South West Trains,Transport,25,1352
28,11,2011,Starbucks Coffee,Eating Out,1,1351
28,11,2011,McDonalds,Eating Out,7,1344
28,11,2011,ATM Cash Withdrawal,General,10,1334
29,11,2011,Subway,Eating Out,8,1326
30,11,2011,Starbucks Coffee,Eating Out,2,1324
1,12,2011,Rhino Sports salary,General,1600,2924
1,12,2011,Costa Coffee,Eating Out,1,2923
1,12,2011,ATM Cash Withdrawal,General,20,2903
2,12,2011,Morrisons,Groceries,44,2859
2,12,2011,Starbucks Coffee,Eating Out,1,2858
2,12,2011,The West Cornwall Pasty Company,Eating Out,7,2851
3,12,2011,Restaurant Gordon RamsayPortland Restaurant,Eating Out,26,2825
3,12,2011,Red Shop,,7,2818
4,12,2011,Tool Shop,,6,2812
5,12,2011,South West Trains,Transport,32,2780
5,12,2011,Wild Bean Cafe,Eating Out,2,2778
5,12,2011,Greggs,Eating Out,8,2770
6,12,2011,Wild Bean Cafe,Eating Out,2,2768
7,12,2011,Cubit and West rent,Rent,440,2328
7,12,2011,Costa Coffee,Eating Out,1,2327
7,12,2011,The West Cornwall Pasty Company,Eating Out,8,2319
7,12,2011,Paying back James,,2,2317
8,12,2011,Caffe Nero,Eating Out,1,2316
8,12,2011,Pret A Manger,Eating Out,6,2310
9,12,2011,Waitrose,Groceries,77,2233
9,12,2011,Costa Coffee,Eating Out,1,2232
9,12,2011,Pret A Manger,Eating Out,8,2224
10,12,2011,Heaven Club,Eating Out,7,2217
10,12,2011,Heaven Club,Eating Out,11,2206
10,12,2011,Heaven Club,Eating Out,15,2191
10,12,2011,Heaven Club,Eating Out,9,2182
10,12,2011,Heaven Club,Eating Out,14,2168
10,12,2011,Heaven Club,Eating Out,11,2157
12,12,2011,South West Trains,Transport,26,2131
12,12,2011,McDonalds,Eating Out,8,2123
13,12,2011,Starbucks Coffee,Eating Out,1,2122
13,12,2011,Subway,Eating Out,7,2115
13,12,2011,Tool Shop,,3,2112
14,12,2011,Wild Bean Cafe,Eating Out,1,2111
14,12,2011,The West Cornwall Pasty Company,Eating Out,8,2103
14,12,2011,ATM Cash Withdrawal,General,20,2083
15,12,2011,BRGAS-Electricity,Bills,36,2047
15,12,2011,BRGAS-Gas,Bills,29,2018
15,12,2011,Starbucks Coffee,Eating Out,1,2017
15,12,2011,ATM Cash Withdrawal,General,10,2007
16,12,2011,LBS Council Tax,Bills,35,1972
16,12,2011,Morrisons,Groceries,76,1896
16,12,2011,Starbucks Coffee,Eating Out,2,1894
16,12,2011,Red Shop,,2,1892
17,12,2011,Paying back Julie,,5,1887
18,12,2011,Scott's Restaurant,Eating Out,29,1858
18,12,2011,ATM Cash Withdrawal,General,10,1848
19,12,2011,South West Trains,Transport,38,1810
19,12,2011,The West Cornwall Pasty Company,Eating Out,7,1803
20,12,2011,VIRGIN MEDIA PYMTS,Bills,33,1770
20,12,2011,Starbucks Coffee,Eating Out,2,1768
21,12,2011,Greggs,Eating Out,6,1762
22,12,2011,Caffe Nero,Eating Out,2,1760
22,12,2011,Chicken Cottage,Eating Out,8,1752
22,12,2011,Tool Shop,,3,1749
23,12,2011,Waitrose,Groceries,51,1698
23,12,2011,Caffe Nero,Eating Out,2,1696
23,12,2011,Subway,Eating Out,7,1689
24,12,2011,O2,Bills,26,1663
24,12,2011,ATM Cash Withdrawal,General,20,1643
25,12,2011,ATM Cash Withdrawal,General,10,1633
25,12,2011,Paying back James,,5,1628
26,12,2011,South West Trains,Transport,37,1591
26,12,2011,Caffe Nero,Eating Out,1,1590
26,12,2011,Pret A Manger,Eating Out,7,1583
27,12,2011,Wild Bean Cafe,Eating Out,2,1581
29,12,2011,The West Cornwall Pasty Company,Eating Out,5,1576
30,12,2011,Waitrose,Groceries,75,1501
30,12,2011,ATM Cash Withdrawal,General,10,1491
31,12,2011,Ministry of Sound ClubXOYO Club,Eating Out,15,1476
31,12,2011,ATM Cash Withdrawal,General,20,1456
1,1,2012,Rhino Sports salary,General,1600,3056
2,1,2012,South West Trains,Transport,38,3018
2,1,2012,Starbucks Coffee,Eating Out,2,3016
2,1,2012,McDonalds,Eating Out,4,3012
3,1,2012,Wild Bean Cafe,Eating Out,2,3010
3,1,2012,Chicken Cottage,Eating Out,8,3002
5,1,2012,Caffe Nero,Eating Out,2,3000
5,1,2012,Greggs,Eating Out,5,2995
6,1,2012,Sainsburys,Groceries,67,2928
6,1,2012,Costa Coffee,Eating Out,2,2926
6,1,2012,Chicken Cottage,Eating Out,8,2918
6,1,2012,Pizza Express,Eating Out,52,2866
6,1,2012,ATM Cash Withdrawal,General,10,2856
7,1,2012,Cubit and West rent,Rent,440,2416
7,1,2012,Scott's Restaurant,Eating Out,30,2386
8,1,2012,ATM Cash Withdrawal,General,10,2376
9,1,2012,South West Trains,Transport,33,2343
9,1,2012,Caffe Nero,Eating Out,2,2341
10,1,2012,Costa Coffee,Eating Out,2,2339
10,1,2012,The West Cornwall Pasty Company,Eating Out,5,2334
11,1,2012,Costa Coffee,Eating Out,2,2332
11,1,2012,ATM Cash Withdrawal,General,20,2312
11,1,2012,Civic Shop,,7,2305
12,1,2012,Costa Coffee,Eating Out,1,2304
12,1,2012,Greggs,Eating Out,5,2299
13,1,2012,Morrisons,Groceries,39,2260
13,1,2012,Starbucks Coffee,Eating Out,1,2259
13,1,2012,Pret A Manger,Eating Out,6,2253
14,1,2012,ATM Cash Withdrawal,General,10,2243
15,1,2012,BRGAS-Electricity,Bills,46,2197
15,1,2012,BRGAS-Gas,Bills,45,2152
15,1,2012,Scott's Restaurant,Eating Out,40,2112
16,1,2012,LBS Council Tax,Bills,35,2077
16,1,2012,South West Trains,Transport,30,2047
16,1,2012,Costa Coffee,Eating Out,1,2046
16,1,2012,Greggs,Eating Out,8,2038
17,1,2012,Wild Bean Cafe,Eating Out,2,2036
17,1,2012,Greggs,Eating Out,7,2029
18,1,2012,Starbucks Coffee,Eating Out,2,2027
18,1,2012,Pret A Manger,Eating Out,5,2022
18,1,2012,Paying back James,,7,2015
19,1,2012,Caffe Nero,Eating Out,2,2013
19,1,2012,Paying back James,,2,2011
20,1,2012,VIRGIN MEDIA PYMTS,Bills,27,1984
20,1,2012,Tescos,Groceries,70,1914
20,1,2012,Costa Coffee,Eating Out,2,1912
23,1,2012,South West Trains,Transport,31,1881
23,1,2012,Starbucks Coffee,Eating Out,2,1879
23,1,2012,Pret A Manger,Eating Out,4,1875
24,1,2012,O2,Bills,31,1844
24,1,2012,Starbucks Coffee,Eating Out,1,1843
24,1,2012,Greggs,Eating Out,5,1838
24,1,2012,ATM Cash Withdrawal,General,20,1818
25,1,2012,Starbucks Coffee,Eating Out,1,1817
26,1,2012,Pret A Manger,Eating Out,4,1813
27,1,2012,ASDA,Groceries,65,1748
28,1,2012,Heaven Club,Eating Out,9,1739
28,1,2012,Heaven Club,Eating Out,13,1726
28,1,2012,Heaven Club,Eating Out,11,1715
28,1,2012,Tool Tec,,8,1707
29,1,2012,ATM Cash Withdrawal,General,20,1687
30,1,2012,South West Trains,Transport,38,1649
30,1,2012,Wild Bean Cafe,Eating Out,1,1648
30,1,2012,The West Cornwall Pasty Company,Eating Out,5,1643
30,1,2012,ATM Cash Withdrawal,General,10,1633
31,1,2012,Caffe Nero,Eating Out,2,1631
31,1,2012,The West Cornwall Pasty Company,Eating Out,6,1625
1,2,2012,Rhino Sports salary,General,1600,3225
1,2,2012,Wild Bean Cafe,Eating Out,2,3223
1,2,2012,Subway,Eating Out,5,3218
1,2,2012,ATM Cash Withdrawal,General,10,3208
1,2,2012,Paying back James,,4,3204
2,2,2012,Costa Coffee,Eating Out,2,3202
2,2,2012,Pret A Manger,Eating Out,4,3198
2,2,2012,Paying back James,,5,3193
3,2,2012,Morrisons,Groceries,45,3148
3,2,2012,Costa Coffee,Eating Out,2,3146
5,2,2012,Anglo restaurant,Eating Out,30,3116
5,2,2012,ATM Cash Withdrawal,General,20,3096
6,2,2012,South West Trains,Transport,38,3058
6,2,2012,Caffe Nero,Eating Out,1,3057
6,2,2012,Pret A Manger,Eating Out,4,3053
7,2,2012,Cubit and West rent,Rent,440,2613
7,2,2012,Costa Coffee,Eating Out,2,2611
7,2,2012,Paying back James,,1,2610
8,2,2012,Starbucks Coffee,Eating Out,2,2608
8,2,2012,Pret A Manger,Eating Out,5,2603
9,2,2012,Costa Coffee,Eating Out,1,2602
9,2,2012,ATM Cash Withdrawal,General,10,2592
10,2,2012,Morrisons,Groceries,40,2552
12,2,2012,Pizza Express,Eating Out,34,2518
13,2,2012,South West Trains,Transport,31,2487
13,2,2012,Starbucks Coffee,Eating Out,2,2485
13,2,2012,Pret A Manger,Eating Out,7,2478
13,2,2012,Tool Shop,,3,2475
14,2,2012,Costa Coffee,Eating Out,1,2474
14,2,2012,Subway,Eating Out,6,2468
14,2,2012,Tool Tec,,9,2459
15,2,2012,BRGAS-Electricity,Bills,18,2441
15,2,2012,BRGAS-Gas,Bills,27,2414
15,2,2012,Starbucks Coffee,Eating Out,2,2412
15,2,2012,McDonalds,Eating Out,5,2407
15,2,2012,ATM Cash Withdrawal,General,10,2397
16,2,2012,LBS Council Tax,Bills,35,2362
16,2,2012,Costa Coffee,Eating Out,2,2360
16,2,2012,Subway,Eating Out,6,2354
17,2,2012,Morrisons,Groceries,74,2280
17,2,2012,Caffe Nero,Eating Out,1,2279
17,2,2012,The West Cornwall Pasty Company,Eating Out,8,2271
17,2,2012,Pizza Express,Eating Out,25,2246
18,2,2012,Ministry of Sound ClubXOYO Club,Eating Out,16,2230
18,2,2012,Ministry of Sound ClubXOYO Club,Eating Out,14,2216
18,2,2012,Ministry of Sound ClubXOYO Club,Eating Out,9,2207
18,2,2012,ATM Cash Withdrawal,General,20,2187
20,2,2012,VIRGIN MEDIA PYMTS,Bills,36,2151
20,2,2012,South West Trains,Transport,36,2115
20,2,2012,Wild Bean Cafe,Eating Out,2,2113
20,2,2012,The West Cornwall Pasty Company,Eating Out,5,2108
20,2,2012,ATM Cash Withdrawal,General,20,2088
20,2,2012,Red Shop,,1,2087
21,2,2012,Caffe Nero,Eating Out,1,2086
22,2,2012,Costa Coffee,Eating Out,2,2084
23,2,2012,Caffe Nero,Eating Out,2,2082
23,2,2012,The West Cornwall Pasty Company,Eating Out,8,2074
24,2,2012,O2,Bills,29,2045
24,2,2012,Waitrose,Groceries,67,1978
24,2,2012,Caffe Nero,Eating Out,2,1976
24,2,2012,Chicken Cottage,Eating Out,5,1971
24,2,2012,Dominos Pizza,Eating Out,56,1915
25,2,2012,Ministry of Sound ClubXOYO Club,Eating Out,12,1903
25,2,2012,Ministry of Sound ClubXOYO Club,Eating Out,11,1892
25,2,2012,Ministry of Sound ClubXOYO Club,Eating Out,5,1887
25,2,2012,Ministry of Sound ClubXOYO Club,Eating Out,7,1880
25,2,2012,Ministry of Sound ClubXOYO Club,Eating Out,11,1869
25,2,2012,Ministry of Sound ClubXOYO Club,Eating Out,12,1857
25,2,2012,ATM Cash Withdrawal,General,20,1837
26,2,2012,ATM Cash Withdrawal,General,10,1827
27,2,2012,South West Trains,Transport,33,1794
27,2,2012,Caffe Nero,Eating Out,2,1792
27,2,2012,Chicken Cottage,Eating Out,4,1788
28,2,2012,Costa Coffee,Eating Out,2,1786
28,2,2012,McDonalds,Eating Out,7,1779
28,2,2012,ATM Cash Withdrawal,General,10,1769
29,2,2012,ATM Cash Withdrawal,General,10,1759
1,3,2012,Rhino Sports salary,General,1600,3359
1,3,2012,Starbucks Coffee,Eating Out,1,3358
2,3,2012,Morrisons,Groceries,48,3310
2,3,2012,Chicken Cottage,Eating Out,7,3303
2,3,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,30,3273
2,3,2012,Tool Shop,,5,3268
3,3,2012,The Grand Pub,Eating Out,9,3259
3,3,2012,The Grand Pub,Eating Out,16,3243
3,3,2012,The Grand Pub,Eating Out,14,3229
3,3,2012,The Grand Pub,Eating Out,15,3214
3,3,2012,Pizza Express,Eating Out,30,3184
4,3,2012,Pizza Express,Eating Out,24,3160
5,3,2012,South West Trains,Transport,29,3131
5,3,2012,Caffe Nero,Eating Out,1,3130
5,3,2012,Subway,Eating Out,6,3124
6,3,2012,Wild Bean Cafe,Eating Out,2,3122
6,3,2012,Chicken Cottage,Eating Out,6,3116
6,3,2012,ATM Cash Withdrawal,General,10,3106
7,3,2012,Cubit and West rent,Rent,440,2666
7,3,2012,Wild Bean Cafe,Eating Out,2,2664
7,3,2012,Chicken Cottage,Eating Out,8,2656
8,3,2012,Starbucks Coffee,Eating Out,2,2654
8,3,2012,Paying back James,,8,2646
9,3,2012,Waitrose,Groceries,82,2564
9,3,2012,Wild Bean Cafe,Eating Out,2,2562
9,3,2012,McDonalds,Eating Out,7,2555
9,3,2012,Paying back Julie,,9,2546
10,3,2012,Scott's Restaurant,Eating Out,30,2516
12,3,2012,South West Trains,Transport,27,2489
12,3,2012,Caffe Nero,Eating Out,2,2487
12,3,2012,ATM Cash Withdrawal,General,10,2477
13,3,2012,Wild Bean Cafe,Eating Out,1,2476
13,3,2012,Cheam Service Station,,2,2474
14,3,2012,Caffe Nero,Eating Out,1,2473
14,3,2012,The West Cornwall Pasty Company,Eating Out,7,2466
15,3,2012,BRGAS-Electricity,Bills,36,2430
15,3,2012,BRGAS-Gas,Bills,18,2412
15,3,2012,Starbucks Coffee,Eating Out,2,2410
15,3,2012,Greggs,Eating Out,7,2403
16,3,2012,LBS Council Tax,Bills,35,2368
16,3,2012,Tescos,Groceries,78,2290
16,3,2012,Pret A Manger,Eating Out,4,2286
17,3,2012,Ministry of Sound ClubXOYO Club,Eating Out,5,2281
17,3,2012,Ministry of Sound ClubXOYO Club,Eating Out,13,2268
17,3,2012,Ministry of Sound ClubXOYO Club,Eating Out,10,2258
17,3,2012,Ministry of Sound ClubXOYO Club,Eating Out,7,2251
17,3,2012,Ministry of Sound ClubXOYO Club,Eating Out,16,2235
17,3,2012,Ministry of Sound ClubXOYO Club,Eating Out,5,2230
17,3,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,33,2197
18,3,2012,Dominos Pizza,Eating Out,25,2172
19,3,2012,South West Trains,Transport,24,2148
19,3,2012,Costa Coffee,Eating Out,2,2146
19,3,2012,The West Cornwall Pasty Company,Eating Out,6,2140
19,3,2012,ATM Cash Withdrawal,General,20,2120
20,3,2012,VIRGIN MEDIA PYMTS,Bills,37,2083
20,3,2012,Caffe Nero,Eating Out,1,2082
20,3,2012,Greggs,Eating Out,8,2074
20,3,2012,ATM Cash Withdrawal,General,20,2054
20,3,2012,Paying back James,,9,2045
21,3,2012,Chicken Cottage,Eating Out,4,2041
22,3,2012,Wild Bean Cafe,Eating Out,2,2039
22,3,2012,McDonalds,Eating Out,7,2032
22,3,2012,ATM Cash Withdrawal,General,10,2022
23,3,2012,Morrisons,Groceries,79,1943
23,3,2012,Chicken Cottage,Eating Out,5,1938
23,3,2012,Fabric Club,Eating Out,8,1930
23,3,2012,Fabric Club,Eating Out,15,1915
23,3,2012,Fabric Club,Eating Out,5,1910
23,3,2012,Fabric Club,Eating Out,15,1895
23,3,2012,Fabric Club,Eating Out,13,1882
23,3,2012,Fabric Club,Eating Out,7,1875
23,3,2012,Scott's Restaurant,Eating Out,32,1843
24,3,2012,O2,Bills,26,1817
24,3,2012,Paying back Julie,,5,1812
25,3,2012,Red Shop,,2,1810
26,3,2012,South West Trains,Transport,35,1775
26,3,2012,Starbucks Coffee,Eating Out,2,1773
26,3,2012,Subway,Eating Out,7,1766
27,3,2012,Pret A Manger,Eating Out,4,1762
28,3,2012,Subway,Eating Out,5,1757
28,3,2012,ATM Cash Withdrawal,General,20,1737
30,3,2012,Morrisons,Groceries,50,1687
30,3,2012,Chicken Cottage,Eating Out,6,1681
30,3,2012,Scott's Restaurant,Eating Out,50,1631
30,3,2012,ATM Cash Withdrawal,General,20,1611
31,3,2012,Tool Tec,,2,1609
1,4,2012,Rhino Sports salary,General,1600,3209
1,4,2012,Restaurant Gordon RamsayPortland Restaurant,Eating Out,56,3153
1,4,2012,ATM Cash Withdrawal,General,20,3133
2,4,2012,South West Trains,Transport,33,3100
2,4,2012,Caffe Nero,Eating Out,1,3099
2,4,2012,Subway,Eating Out,5,3094
3,4,2012,The West Cornwall Pasty Company,Eating Out,4,3090
4,4,2012,Starbucks Coffee,Eating Out,2,3088
4,4,2012,The West Cornwall Pasty Company,Eating Out,8,3080
5,4,2012,Caffe Nero,Eating Out,2,3078
6,4,2012,ASDA,Groceries,63,3015
6,4,2012,Starbucks Coffee,Eating Out,2,3013
6,4,2012,Chicken Cottage,Eating Out,6,3007
6,4,2012,Anglo restaurant,Eating Out,46,2961
6,4,2012,ATM Cash Withdrawal,General,20,2941
7,4,2012,Cubit and West rent,Rent,440,2501
9,4,2012,South West Trains,Transport,38,2463
9,4,2012,McDonalds,Eating Out,7,2456
10,4,2012,Caffe Nero,Eating Out,2,2454
11,4,2012,Starbucks Coffee,Eating Out,2,2452
11,4,2012,ATM Cash Withdrawal,General,20,2432
12,4,2012,Wild Bean Cafe,Eating Out,1,2431
12,4,2012,Pret A Manger,Eating Out,8,2423
13,4,2012,Morrisons,Groceries,52,2371
13,4,2012,Wild Bean Cafe,Eating Out,1,2370
13,4,2012,McDonalds,Eating Out,5,2365
13,4,2012,Ministry of Sound ClubXOYO Club,Eating Out,7,2358
13,4,2012,Ministry of Sound ClubXOYO Club,Eating Out,15,2343
13,4,2012,Ministry of Sound ClubXOYO Club,Eating Out,13,2330
13,4,2012,Ministry of Sound ClubXOYO Club,Eating Out,7,2323
14,4,2012,Paying back James,,9,2314
15,4,2012,BRGAS-Electricity,Bills,23,2291
15,4,2012,BRGAS-Gas,Bills,19,2272
16,4,2012,LBS Council Tax,Bills,35,2237
16,4,2012,South West Trains,Transport,35,2202
16,4,2012,Costa Coffee,Eating Out,2,2200
16,4,2012,Pret A Manger,Eating Out,7,2193
17,4,2012,Starbucks Coffee,Eating Out,2,2191
17,4,2012,Pret A Manger,Eating Out,4,2187
18,4,2012,Pret A Manger,Eating Out,8,2179
18,4,2012,ATM Cash Withdrawal,General,20,2159
19,4,2012,Caffe Nero,Eating Out,2,2157
20,4,2012,VIRGIN MEDIA PYMTS,Bills,29,2128
20,4,2012,Waitrose,Groceries,43,2085
20,4,2012,Caffe Nero,Eating Out,2,2083
20,4,2012,Chicken Cottage,Eating Out,7,2076
20,4,2012,Heaven Club,Eating Out,13,2063
20,4,2012,Heaven Club,Eating Out,11,2052
20,4,2012,Heaven Club,Eating Out,9,2043
20,4,2012,Heaven Club,Eating Out,8,2035
20,4,2012,Heaven Club,Eating Out,10,2025
20,4,2012,Heaven Club,Eating Out,9,2016
21,4,2012,Fabric Club,Eating Out,15,2001
23,4,2012,South West Trains,Transport,27,1974
23,4,2012,Costa Coffee,Eating Out,2,1972
23,4,2012,ATM Cash Withdrawal,General,10,1962
24,4,2012,O2,Bills,27,1935
24,4,2012,Caffe Nero,Eating Out,2,1933
25,4,2012,Costa Coffee,Eating Out,1,1932
25,4,2012,Subway,Eating Out,5,1927
26,4,2012,Wild Bean Cafe,Eating Out,1,1926
